id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,availability_2020
21824124,Brooklyn,40.6786,-73.98381,Hotel room,139,5,1,104,357
27424575,Brooklyn,40.69254,-73.95563,Hotel room,37,6,1,16,364
26417009,Brooklyn,40.69303,-73.95636,Hotel room,38,8,1,27,357
26743342,Brooklyn,40.69396,-73.95578,Hotel room,35,11,1,23,362
27952152,Brooklyn,40.69425,-73.95668,Hotel room,36,12,1,22,359
6373582,Brooklyn,40.67883,-73.98407,Hotel room,129,128,1,122,84
12171671,Chelsea,40.74971,-73.99533,Hotel room,85,15,1,249,1
10482554,Chelsea,40.74973,-73.99515,Hotel room,85,31,1,175,353
21884206,Financial District,40.70426,-74.00711,Hotel room,215,8,1,186,356
21880038,Financial District,40.70458,-74.00755,Hotel room,425,28,1,195,294
27398782,Financial District,40.70448,-74.00615,Hotel room,525,45,1,43,236
24943283,Financial District,40.70606,-74.0054,Hotel room,295,173,1,83,270
21934318,Gowanus,40.67704,-73.9846,Hotel room,129,0,1,20,335
21907615,Gowanus,40.67868,-73.98254,Hotel room,119,0,1,55,349
21933777,Gowanus,40.67773,-73.98312,Hotel room,129,0,1,26,354
21934465,Gowanus,40.67726,-73.9837,Hotel room,129,0,1,53,358
21933969,Gowanus,40.6784,-73.98447,Hotel room,129,0,1,46,359
21907240,Gowanus,40.67848,-73.98386,Hotel room,119,0,1,18,361
16227719,Gowanus,40.67831,-73.98358,Hotel room,169,0,1,34,361
21824416,Gowanus,40.67721,-73.98444,Hotel room,129,0,1,21,362
21908265,Gowanus,40.67733,-73.98407,Hotel room,119,4,1,37,345
29628979,Gowanus,40.67955,-73.98435,Hotel room,149,4,1,11,361
21966351,Gowanus,40.6779,-73.98459,Hotel room,139,9,1,51,354
30430185,Hell's Kitchen,40.75655,-73.9969,Hotel room,179,5,1,24,321
30429780,Hell's Kitchen,40.75541,-73.99634,Hotel room,199,5,1,24,356
29996902,Hell's Kitchen,40.75625,-73.99678,Hotel room,107,258,1,36,175
29835041,Hell's Kitchen,40.75546,-73.99792,Hotel room,107,261,1,41,191
30161866,Hell's Kitchen,40.75652,-73.99826,Hotel room,179,263,1,38,185
30161160,Hell's Kitchen,40.75606,-73.99662,Hotel room,199,278,1,31,191
30212514,Hell's Kitchen,40.75506,-73.99803,Hotel room,199,312,1,13,199
21244035,Jamaica,40.70319,-73.8141,Hotel room,135,2,1,2,365
21312687,Jamaica,40.70471,-73.81542,Hotel room,135,12,1,3,358
21312595,Jamaica,40.70475,-73.81572,Hotel room,165,15,1,2,362
21312225,Jamaica,40.70262,-73.81526,Hotel room,135,16,1,1,365
30429970,Manhattan,40.75523,-73.99709,Hotel room,199,4,1,29,334
21883990,Manhattan,40.7059,-74.00604,Hotel room,225,12,1,57,315
30068829,Manhattan,40.75659,-73.99988,Hotel room,179,79,1,49,191
28713500,Manhattan,40.75499,-73.97121,Hotel room,330,260,1,6,109
30092606,Manhattan,40.75665,-73.99838,Hotel room,129,277,1,31,187
30161460,Manhattan,40.75491,-73.99644,Hotel room,199,283,1,38,189
30212188,Manhattan,40.75523,-73.99827,Hotel room,107,300,1,39,199
30536087,Manhattan,40.75622,-73.99683,Hotel room,179,309,1,19,171
22926871,Manhattan,40.76482,-73.97965,Hotel room,300,363,1,2,0
30430235,Midtown,40.75505,-73.99811,Hotel room,179,2,1,27,349
30430139,Midtown,40.75659,-73.99867,Hotel room,179,3,1,24,356
30430294,Midtown,40.7561,-73.99855,Hotel room,179,3,1,19,359
30429620,Midtown,40.75508,-73.99696,Hotel room,199,11,1,17,358
30069021,Midtown,40.75753,-73.99701,Hotel room,199,80,1,33,339
29897911,Midtown,40.755,-73.99784,Hotel room,249,230,1,13,287
29336271,Midtown,40.75613,-73.97056,Hotel room,399,281,1,5,107
29931976,Midtown,40.75671,-73.99694,Hotel room,199,287,1,26,348
29482218,Midtown East,40.75524,-73.97269,Hotel room,299,192,1,10,174
21243952,Queens,40.70288,-73.81531,Hotel room,135,3,1,1,359
19785737,Queens,40.70445,-73.81399,Hotel room,135,185,1,1,176
28207954,Queens,40.73258,-73.726,Hotel room,95,186,1,7,349
19456810,Queens,40.70454,-73.81549,Hotel room,93,275,1,2,88
28607761,Brooklyn,40.69238,-73.95724,Hotel room,39,1,2,14,355
30106990,Hell's Kitchen,40.75438,-73.99759,Hotel room,209,238,2,17,276
20600247,Manhattan,40.753,-73.97364,Hotel room,252,25,2,3,334
13208065,Manhattan,40.74166,-73.99414,Hotel room,299,212,2,48,246
20539354,Midtown,40.75172,-73.97212,Hotel room,198,55,2,13,285
26557068,Midtown East,40.7521,-73.97334,Hotel room,300,361,2,2,0
27422684,Bedford-Stuyvesant,40.69393,-73.957,Hotel room,38,16,3,15,355
25997937,Brooklyn,40.73218,-73.95855,Hotel room,399,42,3,1,352
25997567,Brooklyn,40.7334,-73.95849,Hotel room,399,45,3,1,351
17097495,Harlem,40.80926,-73.94979,Hotel room,79,274,3,49,326
7987209,Manhattan,40.7566,-73.98329,Hotel room,1245,96,3,123,282
23514583,Manhattan,40.74057,-74.00263,Hotel room,150,359,4,30,139
4471513,Manhattan,40.75607,-73.98593,Hotel room,699,108,6,200,283
3359510,Brooklyn,40.72428,-73.94348,Hotel room,129,23,30,16,308
21098848,Manhattan,40.74877,-73.97565,Hotel room,175,31,30,1,345
21073975,Manhattan,40.75008,-73.97655,Hotel room,222,40,30,2,365
21205891,Manhattan,40.74876,-73.97553,Hotel room,175,81,30,6,365
18652544,Manhattan,40.75017,-73.97687,Hotel room,222,127,30,1,179
21192284,Midtown,40.74872,-73.97701,Hotel room,150,0,30,1,303
21098717,Midtown,40.74896,-73.9762,Hotel room,175,0,30,1,365
22064262,Midtown,40.74873,-73.97664,Hotel room,150,32,30,6,365
21205810,Midtown,40.74817,-73.97665,Hotel room,222,73,30,1,365
30125704,Midtown East,40.74839,-73.97556,Hotel room,111,0,30,1,365
21192364,Midtown East,40.74877,-73.977,Hotel room,150,0,30,2,365
21098980,Midtown East,40.74829,-73.97554,Hotel room,130,0,30,3,365
21192158,Midtown East,40.75001,-73.97573,Hotel room,150,1,30,2,365
21934873,Murray Hill,40.75008,-73.97752,Hotel room,150,13,30,3,365
715270,Allerton,40.85956,-73.87067,Private room,39,27,1,180,347
773041,Allerton,40.85914,-73.86979,Private room,38,31,1,205,335
19830008,Alphabet City,40.72304,-73.98089,Private room,125,13,1,104,313
29549451,Alphabet City,40.72576,-73.97685,Private room,125,14,1,26,272
945297,Alphabet City,40.72836,-73.98163,Private room,100,82,1,451,245
24376374,Alphabet City,40.72433,-73.97688,Private room,120,102,1,27,0
3540370,Alphabet City,40.72673,-73.98004,Private room,130,116,1,191,0
24654607,Alphabet City,40.72607,-73.97631,Private room,95,148,1,80,265
1356710,Alphabet City,40.72758,-73.97762,Private room,199,281,1,169,86
17682843,Astoria,40.76505,-73.90918,Private room,85,3,1,173,358
4057361,Astoria,40.75977,-73.92904,Private room,76,4,1,16,350
23054586,Astoria,40.75305,-73.93487,Private room,68,8,1,36,346
21609424,Astoria,40.76818,-73.9278,Private room,40,9,1,170,0
22452728,Astoria,40.76401,-73.90921,Private room,75,9,1,116,364
6766259,Astoria,40.7665,-73.91759,Private room,75,11,1,11,365
19103027,Astoria,40.76193,-73.9074,Private room,65,12,1,5,357
1578776,Astoria,40.75909,-73.93217,Private room,51,17,1,181,334
8953404,Astoria,40.76801,-73.92501,Private room,55,17,1,93,346
29036763,Astoria,40.75507,-73.91822,Private room,70,20,1,2,339
2896760,Astoria,40.77503,-73.91882,Private room,60,21,1,149,340
8953200,Astoria,40.76783,-73.92316,Private room,60,21,1,155,344
25140787,Astoria,40.77002,-73.92332,Private room,50,22,1,35,357
17698189,Astoria,40.75551,-73.934,Private room,58,26,1,98,0
9652949,Astoria,40.76112,-73.9146,Private room,60,27,1,170,203
21527485,Astoria,40.7539,-73.93419,Private room,55,28,1,83,0
17698990,Astoria,40.75603,-73.93405,Private room,58,30,1,114,319
4037522,Astoria,40.76269,-73.90816,Private room,99,32,1,16,0
8952816,Astoria,40.76786,-73.92433,Private room,45,52,1,153,0
8442642,Astoria,40.76799,-73.91234,Private room,109,52,1,3,302
29031768,Astoria,40.76538,-73.91168,Private room,105,63,1,2,365
21056653,Astoria,40.75571,-73.9338,Private room,55,71,1,66,301
25140559,Astoria,40.76798,-73.92323,Private room,49,72,1,52,239
19951681,Astoria,40.76254,-73.91533,Private room,65,85,1,9,334
24287857,Astoria,40.76387,-73.90995,Private room,79,109,1,96,0
24348078,Astoria,40.76649,-73.92643,Private room,74,116,1,128,0
18071246,Astoria,40.75541,-73.9335,Private room,35,142,1,103,322
22423659,Astoria,40.76903,-73.91895,Private room,60,177,1,26,0
22987331,Astoria,40.76853,-73.9172,Private room,100,199,1,18,80
20933293,Astoria,40.76759,-73.92463,Private room,50,237,1,174,193
19431326,Astoria,40.76488,-73.91813,Private room,166,276,1,8,89
29364445,Astoria,40.75684,-73.91705,Private room,70,277,1,10,75
23966710,Astoria,40.76801,-73.92673,Private room,38,289,1,59,30
11315999,Astoria,40.76821,-73.9125,Private room,60,292,1,72,0
29646454,Astoria,40.76416,-73.91321,Private room,90,292,1,8,1
8646618,Astoria,40.7571,-73.92792,Private room,72,295,1,282,0
23130144,Astoria,40.7675,-73.90911,Private room,100,295,1,22,135
2745620,Astoria,40.77138,-73.90895,Private room,55,300,1,124,0
16224408,Astoria,40.77499,-73.93565,Private room,75,302,1,86,38
6973292,Astoria,40.76583,-73.91086,Private room,59,303,1,108,0
22228935,Astoria,40.77418,-73.93545,Private room,50,312,1,65,0
13659055,Astoria,40.75726,-73.93555,Private room,40,314,1,119,16
22209216,Astoria,40.75901,-73.93404,Private room,40,322,1,43,4
14983402,Astoria,40.75863,-73.93497,Private room,40,323,1,122,6
9476397,Astoria,40.75823,-73.90881,Private room,60,326,1,49,0
29828852,Astoria,40.77359,-73.9251,Private room,60,330,1,3,339
28053065,Astoria,40.77194,-73.92985,Private room,58,333,1,74,118
29008272,Astoria,40.76322,-73.91132,Private room,80,339,1,14,64
29791183,Astoria,40.76984,-73.90779,Private room,45,347,1,24,53
25837179,Astoria,40.77204,-73.9223,Private room,51,348,1,26,0
18975097,Astoria,40.77655,-73.91304,Private room,50,359,1,18,27
29178995,Bay Ridge,40.63409,-74.02887,Private room,65,26,1,8,58
29178331,Bay Ridge,40.6339,-74.03049,Private room,65,200,1,10,0
13192944,Bay Ridge,40.63009,-74.01342,Private room,43,224,1,32,0
16870827,Bay Ridge,40.63845,-74.02649,Private room,800,228,1,52,84
7603716,Bay Ridge,40.61926,-74.03272,Private room,70,321,1,23,79
18240632,Baychester,40.87372,-73.84065,Private room,75,145,1,3,279
15576821,Baychester,40.86663,-73.84139,Private room,35,296,1,145,65
10807838,Baychester,40.86553,-73.83993,Private room,35,302,1,81,73
18852919,Baychester,40.87063,-73.84896,Private room,70,357,1,3,0
21184173,Bayside,40.75263,-73.774,Private room,35,15,1,108,350
28916312,Bedford Park,40.86777,-73.88397,Private room,90,9,1,14,361
27851725,Bedford Park,40.87633,-73.88328,Private room,45,200,1,21,165
7484548,Bedford-Stuyvesant,40.69127,-73.93983,Private room,40,0,1,27,346
10098921,Bedford-Stuyvesant,40.68666,-73.94739,Private room,206,0,1,1,365
10445597,Bedford-Stuyvesant,40.68379,-73.9405,Private room,55,1,1,7,359
7769782,Bedford-Stuyvesant,40.68053,-73.90879,Private room,63,2,1,17,268
24178481,Bedford-Stuyvesant,40.68524,-73.94427,Private room,70,6,1,109,239
21594210,Bedford-Stuyvesant,40.67794,-73.90639,Private room,48,7,1,162,259
9362344,Bedford-Stuyvesant,40.69287,-73.94249,Private room,60,7,1,182,260
828685,Bedford-Stuyvesant,40.6938,-73.94698,Private room,70,10,1,44,347
29687924,Bedford-Stuyvesant,40.69237,-73.94314,Private room,95,11,1,63,164
22535503,Bedford-Stuyvesant,40.68098,-73.92706,Private room,72,11,1,19,349
8993887,Bedford-Stuyvesant,40.68003,-73.92094,Private room,42,11,1,146,352
15943497,Bedford-Stuyvesant,40.68875,-73.95401,Private room,40,14,1,63,345
6603534,Bedford-Stuyvesant,40.68517,-73.93473,Private room,30,16,1,118,355
12924969,Bedford-Stuyvesant,40.68709,-73.91989,Private room,165,16,1,2,365
24912450,Bedford-Stuyvesant,40.68569,-73.93729,Private room,95,18,1,23,319
4244242,Bedford-Stuyvesant,40.69496,-73.93949,Private room,70,21,1,121,331
29518561,Bedford-Stuyvesant,40.69871,-73.94686,Private room,72,22,1,49,336
939724,Bedford-Stuyvesant,40.69433,-73.9454,Private room,85,25,1,36,280
12189652,Bedford-Stuyvesant,40.6848,-73.93471,Private room,110,25,1,2,365
28151027,Bedford-Stuyvesant,40.68804,-73.94591,Private room,40,29,1,30,337
4170460,Bedford-Stuyvesant,40.6956,-73.94827,Private room,70,30,1,388,330
24181925,Bedford-Stuyvesant,40.6856,-73.94388,Private room,75,30,1,103,349
752202,Bedford-Stuyvesant,40.67968,-73.94715,Private room,100,31,1,113,1
4218129,Bedford-Stuyvesant,40.69527,-73.94786,Private room,59,32,1,385,264
1492856,Bedford-Stuyvesant,40.68411,-73.95169,Private room,50,44,1,189,305
1987546,Bedford-Stuyvesant,40.68248,-73.95149,Private room,50,45,1,104,310
4271877,Bedford-Stuyvesant,40.6869,-73.92254,Private room,69,46,1,130,80
1275942,Bedford-Stuyvesant,40.6824,-73.95039,Private room,50,62,1,141,328
1316480,Bedford-Stuyvesant,40.68325,-73.94975,Private room,45,65,1,134,325
15023023,Bedford-Stuyvesant,40.68536,-73.93883,Private room,55,74,1,1,95
28055277,Bedford-Stuyvesant,40.68696,-73.94391,Private room,35,74,1,53,321
5430658,Bedford-Stuyvesant,40.68182,-73.95152,Private room,60,75,1,71,327
1805150,Bedford-Stuyvesant,40.68366,-73.95009,Private room,55,87,1,89,314
23106431,Bedford-Stuyvesant,40.6896,-73.95653,Private room,62,103,1,50,345
1808497,Bedford-Stuyvesant,40.69023,-73.94628,Private room,75,113,1,22,199
20639792,Bedford-Stuyvesant,40.68279,-73.9117,Private room,0,115,1,114,243
19227424,Bedford-Stuyvesant,40.6812,-73.91148,Private room,50,116,1,128,241
20639628,Bedford-Stuyvesant,40.68173,-73.91342,Private room,0,117,1,119,239
20639914,Bedford-Stuyvesant,40.68258,-73.91284,Private room,0,125,1,125,240
13114110,Bedford-Stuyvesant,40.68491,-73.93143,Private room,39,135,1,126,344
7782176,Bedford-Stuyvesant,40.69454,-73.94495,Private room,65,137,1,11,0
1542279,Bedford-Stuyvesant,40.6839,-73.95042,Private room,53,150,1,144,343
19385072,Bedford-Stuyvesant,40.68767,-73.95495,Private room,120,188,1,14,46
7272680,Bedford-Stuyvesant,40.69294,-73.94666,Private room,63,190,1,15,7
19906528,Bedford-Stuyvesant,40.6844,-73.93138,Private room,27,191,1,79,71
29303036,Bedford-Stuyvesant,40.69368,-73.93403,Private room,98,193,1,6,166
23464662,Bedford-Stuyvesant,40.67964,-73.90675,Private room,43,199,1,65,167
6327222,Bedford-Stuyvesant,40.68497,-73.93669,Private room,35,201,1,189,170
1131422,Bedford-Stuyvesant,40.68312,-73.94082,Private room,40,203,1,67,174
21609205,Bedford-Stuyvesant,40.67653,-73.90814,Private room,48,203,1,140,248
6245792,Bedford-Stuyvesant,40.68549,-73.93532,Private room,30,206,1,171,160
27693410,Bedford-Stuyvesant,40.69309,-73.93051,Private room,37,208,1,52,25
26566099,Bedford-Stuyvesant,40.68125,-73.92326,Private room,60,208,1,7,279
6245521,Bedford-Stuyvesant,40.68403,-73.93641,Private room,35,214,1,176,166
17610016,Bedford-Stuyvesant,40.67989,-73.90857,Private room,55,219,1,116,42
6246010,Bedford-Stuyvesant,40.68517,-73.9369,Private room,30,229,1,189,164
1264621,Bedford-Stuyvesant,40.68388,-73.95019,Private room,65,238,1,97,303
26294354,Bedford-Stuyvesant,40.68808,-73.92264,Private room,55,264,1,45,31
24826533,Bedford-Stuyvesant,40.6921,-73.93398,Private room,59,266,1,111,3
22175297,Bedford-Stuyvesant,40.69414,-73.93705,Private room,42,279,1,119,52
18273542,Bedford-Stuyvesant,40.69314,-73.9449,Private room,75,283,1,15,78
30292454,Bedford-Stuyvesant,40.69319,-73.96093,Private room,41,283,1,7,89
28015213,Bedford-Stuyvesant,40.69232,-73.94881,Private room,40,286,1,9,90
28986804,Bedford-Stuyvesant,40.69303,-73.94183,Private room,80,287,1,17,87
25779152,Bedford-Stuyvesant,40.68202,-73.92151,Private room,165,288,1,66,68
23905099,Bedford-Stuyvesant,40.69506,-73.93556,Private room,100,289,1,81,74
27907554,Bedford-Stuyvesant,40.68613,-73.92349,Private room,65,291,1,51,69
6747193,Bedford-Stuyvesant,40.68649,-73.92783,Private room,49,295,1,118,25
26063550,Bedford-Stuyvesant,40.67758,-73.90841,Private room,65,295,1,32,67
14378713,Bedford-Stuyvesant,40.70019,-73.94098,Private room,38,297,1,105,9
8055778,Bedford-Stuyvesant,40.68927,-73.93035,Private room,69,299,1,360,23
19504570,Bedford-Stuyvesant,40.69389,-73.9354,Private room,65,301,1,154,12
20793502,Bedford-Stuyvesant,40.69154,-73.93191,Private room,95,301,1,104,47
21799470,Bedford-Stuyvesant,40.68507,-73.93565,Private room,60,302,1,1,0
26063436,Bedford-Stuyvesant,40.67736,-73.90995,Private room,59,302,1,33,79
8055721,Bedford-Stuyvesant,40.69022,-73.93077,Private room,79,303,1,327,44
7654931,Bedford-Stuyvesant,40.6884,-73.9305,Private room,59,304,1,264,54
8054651,Bedford-Stuyvesant,40.68929,-73.93079,Private room,79,310,1,323,35
24267706,Bedford-Stuyvesant,40.68234,-73.91318,Private room,49,318,1,103,15
29760452,Bedford-Stuyvesant,40.68377,-73.94489,Private room,85,321,1,1,0
24267506,Bedford-Stuyvesant,40.68088,-73.91181,Private room,59,323,1,109,45
8055582,Bedford-Stuyvesant,40.69003,-73.93085,Private room,79,325,1,309,51
25215547,Bedford-Stuyvesant,40.6791,-73.9096,Private room,85,326,1,102,77
29585526,Bedford-Stuyvesant,40.6928,-73.94525,Private room,55,329,1,65,14
21222809,Bedford-Stuyvesant,40.68904,-73.9428,Private room,68,333,1,37,0
15543090,Bedford-Stuyvesant,40.69172,-73.94446,Private room,61,342,1,181,0
28538516,Bedford-Stuyvesant,40.67623,-73.91144,Private room,69,346,1,11,0
9168809,Bedford-Stuyvesant,40.68878,-73.93109,Private room,65,353,1,71,0
30524542,Bedford-Stuyvesant,40.67817,-73.94691,Private room,150,354,1,3,0
26225021,Bedford-Stuyvesant,40.68911,-73.94727,Private room,90,354,1,42,86
26251408,Bedford-Stuyvesant,40.69397,-73.93124,Private room,60,355,1,1,0
9990200,Bedford-Stuyvesant,40.68624,-73.94349,Private room,25,355,1,7,0
1621235,Bedford-Stuyvesant,40.69385,-73.95223,Private room,87,355,1,9,49
17881234,Bedford-Stuyvesant,40.68003,-73.91701,Private room,43,361,1,10,0
7937553,Bensonhurst,40.60951,-73.97622,Private room,75,205,1,23,179
18210425,Boerum Hill,40.68416,-73.97912,Private room,64,235,1,3,154
27929173,Borough Park,40.63592,-74.00064,Private room,54,285,1,59,2
23006591,Brighton Beach,40.58198,-73.9577,Private room,35,133,1,98,237
17832970,Brighton Beach,40.58186,-73.9602,Private room,60,310,1,2,38
20149318,Bronxdale,40.85527,-73.86719,Private room,35,61,1,27,227
20139611,Brooklyn,40.57717,-73.9608,Private room,95,0,1,14,0
5195568,Brooklyn,40.60059,-73.95899,Private room,139,0,1,3,4
975250,Brooklyn,40.69282,-73.92477,Private room,70,0,1,31,115
8520667,Brooklyn,40.68623,-73.91374,Private room,50,0,1,2,339
25947875,Brooklyn,40.63573,-74.00552,Private room,60,0,1,5,349
29312347,Brooklyn,40.65047,-74.00403,Private room,37,0,1,34,354
7693424,Brooklyn,40.64588,-73.94961,Private room,100,0,1,2,365
1690764,Brooklyn,40.68208,-73.9104,Private room,65,0,1,4,365
3583482,Brooklyn,40.67089,-73.93323,Private room,99,0,1,8,365
19028078,Brooklyn,40.67243,-73.87827,Private room,52,0,1,19,365
17808825,Brooklyn,40.6427,-73.91266,Private room,69,0,1,24,365
3779230,Brooklyn,40.68826,-73.9385,Private room,30,1,1,9,289
18477009,Brooklyn,40.6929,-73.96657,Private room,125,1,1,5,352
7320353,Brooklyn,40.67047,-73.95372,Private room,100,1,1,2,364
26409175,Brooklyn,40.70522,-73.93075,Private room,66,1,1,12,364
18776660,Brooklyn,40.70492,-73.93341,Private room,55,1,1,25,364
29134423,Brooklyn,40.69272,-73.92067,Private room,155,1,1,1,365
18175051,Brooklyn,40.69808,-73.92054,Private room,60,2,1,4,0
6522849,Brooklyn,40.60078,-73.96527,Private room,45,2,1,8,339
12251481,Brooklyn,40.70244,-73.94421,Private room,44,3,1,13,0
2632699,Brooklyn,40.63081,-73.99638,Private room,31,3,1,60,121
778381,Brooklyn,40.6953,-73.95832,Private room,75,3,1,33,360
7224086,Brooklyn,40.70548,-73.91776,Private room,100,4,1,17,356
6277795,Brooklyn,40.68004,-73.9953,Private room,150,5,1,40,0
26410307,Brooklyn,40.7052,-73.93017,Private room,66,5,1,10,313
9786398,Brooklyn,40.67835,-73.96846,Private room,89,5,1,111,340
938022,Brooklyn,40.7078,-73.94827,Private room,99,5,1,101,357
28437372,Brooklyn,40.64689,-74.01401,Private room,55,5,1,51,359
6659165,Brooklyn,40.70175,-73.92835,Private room,70,6,1,20,1
23467280,Brooklyn,40.67791,-73.9951,Private room,47,6,1,9,90
729306,Brooklyn,40.64431,-74.00016,Private room,70,6,1,146,337
4378816,Brooklyn,40.70253,-73.92898,Private room,60,6,1,75,356
24162681,Brooklyn,40.68374,-73.9456,Private room,50,6,1,170,357
16618049,Brooklyn,40.70476,-73.92195,Private room,56,7,1,85,86
24852686,Brooklyn,40.68593,-73.94396,Private room,60,7,1,85,126
5874326,Brooklyn,40.62345,-73.93001,Private room,78,7,1,84,362
10403922,Brooklyn,40.67991,-73.98368,Private room,149,7,1,94,363
29780690,Brooklyn,40.65155,-73.92907,Private room,80,8,1,25,0
20542273,Brooklyn,40.71012,-73.96462,Private room,125,8,1,52,69
13232690,Brooklyn,40.68582,-73.92926,Private room,45,8,1,91,283
21138063,Brooklyn,40.68054,-73.91934,Private room,42,8,1,123,338
4060526,Brooklyn,40.64047,-74.00842,Private room,39,9,1,62,115
2036105,Brooklyn,40.6283,-74.01608,Private room,30,9,1,67,121
29516374,Brooklyn,40.62049,-74.02304,Private room,49,9,1,50,177
14297036,Brooklyn,40.66291,-73.96257,Private room,53,9,1,44,311
7949344,Brooklyn,40.69881,-73.93057,Private room,80,9,1,2,338
4293935,Brooklyn,40.67391,-73.9472,Private room,99,9,1,76,340
2391204,Brooklyn,40.64846,-73.96186,Private room,200,9,1,34,353
16191967,Brooklyn,40.64074,-74.01512,Private room,53,9,1,20,355
1586641,Brooklyn,40.64919,-73.96143,Private room,84,9,1,84,357
29037276,Brooklyn,40.63376,-74.00541,Private room,45,9,1,17,358
17321243,Brooklyn,40.71018,-73.94858,Private room,78,10,1,73,266
25947865,Brooklyn,40.63591,-74.00717,Private room,60,10,1,14,351
3904135,Brooklyn,40.7083,-73.94846,Private room,90,11,1,10,278
15943090,Brooklyn,40.68969,-73.95402,Private room,45,11,1,59,352
17759478,Brooklyn,40.6899,-73.95498,Private room,89,11,1,94,352
2748128,Brooklyn,40.6982,-73.92852,Private room,79,11,1,175,354
24122599,Brooklyn,40.63966,-73.9716,Private room,52,12,1,11,0
29178713,Brooklyn,40.63504,-74.0289,Private room,65,12,1,7,339
6195564,Brooklyn,40.71371,-73.95433,Private room,85,12,1,134,360
30350359,Brooklyn,40.72268,-73.94349,Private room,55,13,1,2,0
9140055,Brooklyn,40.68523,-73.92926,Private room,49,13,1,138,298
9826628,Brooklyn,40.6913,-73.9406,Private room,60,13,1,138,333
4984951,Brooklyn,40.6726,-73.95364,Private room,79,13,1,38,339
14359772,Brooklyn,40.68787,-73.95332,Private room,83,13,1,131,341
4550747,Brooklyn,40.67565,-73.95121,Private room,90,13,1,44,358
1354973,Brooklyn,40.6842,-73.9177,Private room,59,14,1,137,344
6257586,Brooklyn,40.69755,-73.92748,Private room,49,14,1,187,359
5538720,Brooklyn,40.62506,-73.93046,Private room,59,14,1,89,361
1782667,Brooklyn,40.70818,-73.92202,Private room,69,15,1,155,295
8388864,Brooklyn,40.68863,-73.98935,Private room,59,15,1,186,348
17078010,Brooklyn,40.70072,-73.91594,Private room,150,15,1,3,352
14834733,Brooklyn,40.69018,-73.92166,Private room,72,15,1,118,358
1330056,Brooklyn,40.71571,-73.95813,Private room,90,16,1,116,348
1083888,Brooklyn,40.68532,-73.92429,Private room,80,16,1,17,351
14014128,Brooklyn,40.66248,-73.92855,Private room,45,17,1,56,269
21682272,Brooklyn,40.70017,-73.99202,Private room,120,18,1,4,0
22588755,Brooklyn,40.70699,-73.94604,Private room,80,18,1,79,76
9576278,Brooklyn,40.68664,-73.92318,Private room,49,18,1,129,79
12274909,Brooklyn,40.63456,-74.02483,Private room,35,18,1,40,340
12590964,Brooklyn,40.68374,-73.96719,Private room,60,18,1,84,342
18857790,Brooklyn,40.60788,-73.97454,Private room,40,18,1,112,351
7919372,Brooklyn,40.67568,-73.95124,Private room,80,19,1,43,0
9915643,Brooklyn,40.66184,-73.96001,Private room,99,19,1,215,0
7199049,Brooklyn,40.6927,-73.94656,Private room,65,19,1,5,291
28544890,Brooklyn,40.64667,-74.01416,Private room,59,19,1,57,335
4120122,Brooklyn,40.7105,-73.9438,Private room,65,19,1,126,339
12813068,Brooklyn,40.68552,-73.9227,Private room,60,20,1,114,55
27127722,Brooklyn,40.57987,-73.95889,Private room,65,20,1,51,330
23184752,Brooklyn,40.69076,-73.95883,Private room,70,20,1,26,339
13603093,Brooklyn,40.64809,-73.9677,Private room,72,20,1,25,361
14557504,Brooklyn,40.67479,-73.9519,Private room,80,21,1,31,361
23327774,Brooklyn,40.67104,-73.99362,Private room,77,23,1,172,0
7272530,Brooklyn,40.69278,-73.94678,Private room,65,23,1,6,291
20960246,Brooklyn,40.62072,-73.93265,Private room,75,24,1,1,365
1885714,Brooklyn,40.70343,-73.91343,Private room,53,25,1,38,0
8217454,Brooklyn,40.68971,-73.96695,Private room,199,25,1,23,351
16959759,Brooklyn,40.67138,-73.93679,Private room,82,26,1,27,90
25782709,Brooklyn,40.68096,-73.93707,Private room,49,26,1,66,229
9716424,Brooklyn,40.67601,-73.95133,Private room,55,26,1,20,308
4708609,Brooklyn,40.73262,-73.95795,Private room,55,26,1,24,308
9597627,Brooklyn,40.68125,-73.91272,Private room,77,26,1,137,323
1317612,Brooklyn,40.65393,-73.95845,Private room,60,26,1,187,347
20688175,Brooklyn,40.67749,-73.94854,Private room,125,26,1,47,348
26298570,Brooklyn,40.63743,-73.97229,Private room,67,26,1,20,358
21158775,Brooklyn,40.69075,-73.9677,Private room,255,27,1,62,344
29533923,Brooklyn,40.70682,-73.95712,Private room,85,28,1,93,58
2108424,Brooklyn,40.69636,-73.91138,Private room,79,29,1,22,188
14237346,Brooklyn,40.67824,-73.96966,Private room,55,29,1,130,257
8823897,Brooklyn,40.67722,-73.95305,Private room,57,30,1,94,49
1712660,Brooklyn,40.70833,-73.95395,Private room,89,30,1,238,346
1733054,Brooklyn,40.7179,-73.95103,Private room,99,32,1,374,295
22401048,Brooklyn,40.68243,-73.99334,Private room,59,33,1,22,169
26994397,Brooklyn,40.70583,-73.92894,Private room,54,33,1,41,280
29027131,Brooklyn,40.70574,-73.92809,Private room,60,33,1,13,326
13514115,Brooklyn,40.70859,-73.9221,Private room,65,33,1,113,345
12698900,Brooklyn,40.71694,-73.95628,Private room,89,35,1,188,318
