id,neighbourhood,latitude,longitude,room_type,price,days_occupied_in_2019,minimum_nights,number_of_reviews,availability_2020
5806416,Manhattan,40.72102,-73.99469,Entire home/apt,260,211,3,133,130
5977676,Manhattan,40.79092,-73.97426,Entire home/apt,195,212,3,72,77
13373898,Manhattan,40.8057,-73.94689,Entire home/apt,350,215,3,58,338
15115143,Manhattan,40.76338,-73.99552,Entire home/apt,200,217,3,192,136
24370001,Manhattan,40.80569,-73.94848,Entire home/apt,450,218,3,59,316
5478741,Manhattan,40.74447,-73.98362,Entire home/apt,524,219,3,67,168
19827778,Manhattan,40.84102,-73.93822,Entire home/apt,80,220,3,48,2
23686606,Manhattan,40.8067,-73.95621,Entire home/apt,175,221,3,57,63
25443451,Manhattan,40.71725,-74.00524,Entire home/apt,300,227,3,4,102
14236416,Manhattan,40.74577,-74.00606,Entire home/apt,150,231,3,141,94
8151925,Manhattan,40.71826,-73.99199,Entire home/apt,159,232,3,192,126
7774373,Manhattan,40.74327,-73.99848,Entire home/apt,260,235,3,134,0
24655093,Manhattan,40.80874,-73.94167,Entire home/apt,300,237,3,3,1
29313881,Manhattan,40.71339,-74.00912,Entire home/apt,155,238,3,7,0
1438369,Manhattan,40.71444,-73.98348,Entire home/apt,160,241,3,241,96
29185936,Manhattan,40.72887,-73.98788,Entire home/apt,260,242,3,2,33
3401271,Manhattan,40.79191,-73.94433,Entire home/apt,135,242,3,244,110
21689998,Manhattan,40.71838,-74.00495,Entire home/apt,300,243,3,1,115
28426648,Manhattan,40.72345,-73.99943,Entire home/apt,800,243,3,55,287
17329090,Manhattan,40.73023,-74.00294,Entire home/apt,250,257,3,31,81
13208685,Manhattan,40.76376,-73.98789,Entire home/apt,131,259,3,38,9
22503885,Manhattan,40.81685,-73.93711,Entire home/apt,95,265,3,11,136
2488227,Manhattan,40.72005,-73.98609,Entire home/apt,180,268,3,68,48
29921529,Manhattan,40.72867,-73.98593,Entire home/apt,175,269,3,11,2
24312275,Manhattan,40.74491,-74.0042,Entire home/apt,150,270,3,78,121
30036402,Manhattan,40.7398,-73.99774,Entire home/apt,140,273,3,4,0
21677053,Manhattan,40.74023,-73.99994,Entire home/apt,485,275,3,5,2
925075,Manhattan,40.75893,-73.99014,Entire home/apt,140,275,3,25,128
8576773,Manhattan,40.73932,-74.00382,Entire home/apt,289,277,3,11,84
11802086,Manhattan,40.82443,-73.95265,Entire home/apt,400,277,3,2,88
20482151,Manhattan,40.76557,-73.98949,Entire home/apt,200,278,3,120,132
1950588,Manhattan,40.7193,-73.99781,Entire home/apt,200,280,3,42,0
10308738,Manhattan,40.79121,-73.96963,Entire home/apt,275,280,3,94,92
20369044,Manhattan,40.77844,-73.97873,Entire home/apt,239,280,3,10,163
4774190,Manhattan,40.73196,-73.9823,Entire home/apt,198,282,3,109,0
24176485,Manhattan,40.76376,-73.98792,Entire home/apt,200,283,3,26,154
21172924,Manhattan,40.7557,-73.96871,Entire home/apt,185,284,3,35,0
29828333,Manhattan,40.82431,-73.94291,Entire home/apt,202,285,3,12,80
4573728,Manhattan,40.72058,-73.98674,Entire home/apt,239,288,3,164,33
13217241,Manhattan,40.72426,-73.99535,Entire home/apt,275,288,3,27,77
23292216,Manhattan,40.7196,-73.98133,Entire home/apt,300,288,3,37,132
4512045,Manhattan,40.78294,-73.98474,Entire home/apt,148,289,3,43,0
29824007,Manhattan,40.81842,-73.93622,Entire home/apt,100,290,3,6,66
25346963,Manhattan,40.77735,-73.96222,Entire home/apt,425,290,3,69,224
6326410,Manhattan,40.73069,-73.98515,Entire home/apt,250,291,3,122,77
25098068,Manhattan,40.80068,-73.94598,Entire home/apt,191,293,3,49,67
29908022,Manhattan,40.75937,-73.99067,Entire home/apt,225,295,3,32,49
19227532,Manhattan,40.79929,-73.94605,Entire home/apt,350,296,3,97,0
10002428,Manhattan,40.71742,-74.00396,Entire home/apt,485,297,3,21,64
8274711,Manhattan,40.82755,-73.93787,Entire home/apt,125,297,3,8,127
27705293,Manhattan,40.82862,-73.93832,Entire home/apt,85,298,3,40,70
26924878,Manhattan,40.71958,-73.98284,Entire home/apt,190,301,3,10,55
16158478,Manhattan,40.72672,-73.98689,Entire home/apt,250,301,3,3,123
20900984,Manhattan,40.71944,-73.99396,Entire home/apt,525,302,3,58,37
26642831,Manhattan,40.79083,-73.97531,Entire home/apt,225,302,3,6,348
21012649,Manhattan,40.73247,-73.98297,Entire home/apt,196,303,3,57,52
24428965,Manhattan,40.81716,-73.94279,Entire home/apt,165,303,3,54,242
23497936,Manhattan,40.77255,-73.96323,Entire home/apt,126,304,3,75,34
19049100,Manhattan,40.74689,-73.97763,Entire home/apt,150,304,3,61,63
13234352,Manhattan,40.7626,-73.96031,Entire home/apt,199,308,3,72,0
19133220,Manhattan,40.78084,-73.94735,Entire home/apt,98,310,3,68,0
11460993,Manhattan,40.81575,-73.94913,Entire home/apt,250,310,3,113,54
14936709,Manhattan,40.8604,-73.92716,Entire home/apt,85,310,3,4,64
18875512,Manhattan,40.73318,-73.98436,Entire home/apt,118,313,3,121,59
24983084,Manhattan,40.73722,-74.00263,Entire home/apt,1500,315,3,27,21
19338739,Manhattan,40.80371,-73.95738,Entire home/apt,136,316,3,1,1
11221712,Manhattan,40.72232,-73.99544,Entire home/apt,239,316,3,35,63
19528326,Manhattan,40.74008,-73.97936,Entire home/apt,110,317,3,66,40
27760207,Manhattan,40.73384,-74.00011,Entire home/apt,175,319,3,7,0
690849,Manhattan,40.72912,-73.98355,Entire home/apt,120,319,3,45,19
27936288,Manhattan,40.71409,-73.99575,Entire home/apt,155,322,3,29,70
21913782,Manhattan,40.75732,-73.98142,Entire home/apt,350,324,3,19,132
5534962,Manhattan,40.72092,-73.99966,Entire home/apt,150,325,3,72,45
1717058,Manhattan,40.72182,-73.99625,Entire home/apt,185,327,3,76,19
20636966,Manhattan,40.7147,-73.98994,Entire home/apt,400,331,3,5,0
29090040,Manhattan,40.77708,-73.98791,Entire home/apt,138,331,3,31,0
11782585,Manhattan,40.77826,-73.97703,Entire home/apt,200,331,3,56,14
21462783,Manhattan,40.80605,-73.96496,Entire home/apt,125,332,3,22,13
797972,Manhattan,40.73493,-73.98655,Entire home/apt,130,334,3,30,0
16427854,Manhattan,40.7151,-73.98661,Entire home/apt,198,334,3,58,33
30249168,Manhattan,40.77642,-73.97987,Entire home/apt,150,335,3,3,0
828553,Manhattan,40.7349,-73.98549,Entire home/apt,150,335,3,27,0
24166066,Manhattan,40.73354,-73.99982,Entire home/apt,180,336,3,37,39
20049857,Manhattan,40.78561,-73.97637,Entire home/apt,299,336,3,73,45
6225766,Manhattan,40.72014,-73.99268,Entire home/apt,280,336,3,63,124
3279671,Manhattan,40.7518,-73.9969,Entire home/apt,165,337,3,176,0
27356337,Manhattan,40.76841,-73.95402,Entire home/apt,180,337,3,29,7
24560488,Manhattan,40.72789,-74.00275,Entire home/apt,205,339,3,18,11
29543433,Manhattan,40.78014,-73.97974,Entire home/apt,200,339,3,9,65
29063413,Manhattan,40.73069,-73.9932,Entire home/apt,225,340,3,11,0
16268946,Manhattan,40.74052,-74.00175,Entire home/apt,180,341,3,9,16
16273143,Manhattan,40.7625,-73.98802,Entire home/apt,250,342,3,33,3
7246757,Manhattan,40.7201,-73.9841,Entire home/apt,175,343,3,47,0
9591852,Manhattan,40.72546,-74.00036,Entire home/apt,600,343,3,15,14
6586663,Manhattan,40.72101,-73.98905,Entire home/apt,140,343,3,135,26
17624400,Manhattan,40.73414,-74.00001,Entire home/apt,225,343,3,12,119
29942901,Manhattan,40.76544,-73.9585,Entire home/apt,380,344,3,19,0
30457958,Manhattan,40.72715,-73.9848,Entire home/apt,175,344,3,13,5
13494095,Manhattan,40.70713,-74.00793,Entire home/apt,165,344,3,21,35
29822873,Manhattan,40.72994,-74.00456,Entire home/apt,275,345,3,2,0
30322497,Manhattan,40.73751,-74.00231,Entire home/apt,168,346,3,3,0
18444575,Manhattan,40.72002,-73.99629,Entire home/apt,150,346,3,12,0
21736808,Manhattan,40.7192,-73.99011,Entire home/apt,125,347,3,27,0
8426874,Manhattan,40.73106,-73.98467,Entire home/apt,120,348,3,4,0
20887028,Manhattan,40.71418,-73.99208,Entire home/apt,161,348,3,114,0
16558246,Manhattan,40.76794,-73.95712,Entire home/apt,220,348,3,16,63
24357412,Manhattan,40.77021,-73.95173,Entire home/apt,170,349,3,3,0
5728014,Manhattan,40.77655,-73.98074,Entire home/apt,200,349,3,9,0
27693532,Manhattan,40.72265,-73.99458,Entire home/apt,150,349,3,32,0
27663483,Manhattan,40.76164,-73.99804,Entire home/apt,299,350,3,3,5
27579698,Manhattan,40.75361,-73.97202,Entire home/apt,339,351,3,7,0
12292226,Manhattan,40.75314,-73.97367,Entire home/apt,219,351,3,6,35
26897821,Manhattan,40.77076,-73.94757,Entire home/apt,125,352,3,11,0
28833410,Manhattan,40.72277,-74.00464,Entire home/apt,275,352,3,11,0
18167242,Manhattan,40.71968,-73.98328,Entire home/apt,169,352,3,75,0
24849342,Manhattan,40.72923,-74.00176,Entire home/apt,250,352,3,33,320
27489188,Manhattan,40.73569,-73.98097,Entire home/apt,160,353,3,6,0
28437669,Manhattan,40.72447,-73.98821,Entire home/apt,255,353,3,6,0
21695845,Manhattan,40.73057,-74.00458,Entire home/apt,199,353,3,18,8
22078755,Manhattan,40.72837,-73.98546,Entire home/apt,250,353,3,25,16
25798699,Manhattan,40.78089,-73.98412,Entire home/apt,160,353,3,17,72
4643295,Manhattan,40.71399,-73.99744,Entire home/apt,140,354,3,15,0
24258565,Manhattan,40.72213,-73.99479,Entire home/apt,200,354,3,23,22
16300514,Manhattan,40.77704,-73.94442,Entire home/apt,149,355,3,4,0
23252443,Manhattan,40.75377,-73.97223,Entire home/apt,339,355,3,40,0
7734176,Manhattan,40.76444,-73.98592,Entire home/apt,300,355,3,13,5
4194494,Manhattan,40.72149,-73.99815,Entire home/apt,900,356,3,10,0
13881577,Manhattan,40.74168,-73.98209,Entire home/apt,179,356,3,20,0
23901030,Manhattan,40.75316,-73.97163,Entire home/apt,339,356,3,35,0
23629364,Manhattan,40.75321,-73.97132,Entire home/apt,187,356,3,15,10
6660511,Manhattan,40.72658,-73.98869,Entire home/apt,280,356,3,30,29
26555338,Manhattan,40.74624,-73.98255,Entire home/apt,465,356,3,46,158
26272421,Manhattan,40.76071,-73.96062,Entire home/apt,170,357,3,2,0
25280641,Manhattan,40.72938,-74.00027,Entire home/apt,197,357,3,6,0
11758988,Manhattan,40.82066,-73.95259,Entire home/apt,225,357,3,25,0
26497309,Manhattan,40.72256,-73.9848,Entire home/apt,150,357,3,6,1
21112924,Manhattan,40.8258,-73.94405,Entire home/apt,126,357,3,19,9
27986129,Manhattan,40.76228,-73.99027,Entire home/apt,199,357,3,43,28
2223247,Manhattan,40.77266,-73.95257,Entire home/apt,220,357,3,22,33
20205958,Manhattan,40.76549,-73.98166,Entire home/apt,399,357,3,1,122
30526105,Manhattan,40.71422,-73.98808,Entire home/apt,150,357,3,11,176
13359102,Manhattan,40.73057,-73.99422,Entire home/apt,199,358,3,1,0
23827761,Manhattan,40.71907,-73.99698,Entire home/apt,375,358,3,7,0
27303292,Manhattan,40.72781,-73.98424,Entire home/apt,250,358,3,9,0
22294102,Manhattan,40.73445,-73.98423,Entire home/apt,220,358,3,12,0
18592160,Manhattan,40.71947,-73.98638,Entire home/apt,200,358,3,30,2
19281846,Manhattan,40.82798,-73.95202,Entire home/apt,180,358,3,52,38
21098719,Manhattan,40.81631,-73.93933,Entire home/apt,70,358,3,47,93
12828338,Manhattan,40.82563,-73.94091,Entire home/apt,85,359,3,1,0
30224906,Manhattan,40.72566,-73.985,Entire home/apt,292,359,3,2,0
21766776,Manhattan,40.80486,-73.94889,Entire home/apt,225,359,3,3,0
20300137,Manhattan,40.72526,-73.98128,Entire home/apt,140,359,3,7,0
8630560,Manhattan,40.78709,-73.97755,Entire home/apt,220,359,3,8,0
19549547,Manhattan,40.73185,-74.00589,Entire home/apt,175,359,3,11,0
3426233,Manhattan,40.76349,-73.95969,Entire home/apt,400,359,3,11,0
24205351,Manhattan,40.75368,-73.97317,Entire home/apt,339,359,3,30,0
18488335,Manhattan,40.8125,-73.94151,Entire home/apt,85,359,3,47,72
28001862,Manhattan,40.72795,-73.97768,Entire home/apt,225,360,3,2,0
19803462,Manhattan,40.76301,-73.95719,Entire home/apt,123,360,3,34,0
16480673,Manhattan,40.73409,-74.00621,Entire home/apt,190,360,3,26,4
2659183,Manhattan,40.76791,-73.96509,Entire home/apt,2300,360,3,33,4
19439790,Manhattan,40.74379,-73.99433,Entire home/apt,189,360,3,7,7
9476850,Manhattan,40.77877,-73.97872,Entire home/apt,150,360,3,44,12
14518363,Manhattan,40.83885,-73.94161,Entire home/apt,160,360,3,12,53
22265878,Manhattan,40.82025,-73.95206,Entire home/apt,180,361,3,5,0
15675274,Manhattan,40.7754,-73.95236,Entire home/apt,125,361,3,9,0
10067083,Manhattan,40.72321,-73.99532,Entire home/apt,175,361,3,12,0
28755241,Manhattan,40.70815,-74.00438,Entire home/apt,199,361,3,6,15
18933994,Manhattan,40.75118,-73.99902,Entire home/apt,95,361,3,59,36
30512146,Manhattan,40.76703,-73.95957,Entire home/apt,200,361,3,4,99
2687606,Manhattan,40.73701,-73.98242,Entire home/apt,180,362,3,7,0
15027024,Manhattan,40.72693,-73.98385,Entire home/apt,180,362,3,10,0
25290969,Manhattan,40.75305,-73.97129,Entire home/apt,339,362,3,15,0
16373546,Manhattan,40.72747,-73.9969,Entire home/apt,240,362,3,19,1
18288371,Manhattan,40.74672,-74.00187,Entire home/apt,195,362,3,37,1
20263109,Manhattan,40.70676,-74.00612,Entire home/apt,200,362,3,15,59
21161871,Manhattan,40.75643,-73.96847,Entire home/apt,200,363,3,7,0
23702555,Manhattan,40.72003,-73.98588,Entire home/apt,92,363,3,13,0
4815028,Manhattan,40.80123,-73.96248,Entire home/apt,129,363,3,33,0
17633820,Manhattan,40.72956,-73.99979,Entire home/apt,169,363,3,22,4
27529458,Manhattan,40.71843,-73.99817,Entire home/apt,124,363,3,7,5
25293994,Manhattan,40.76931,-73.95336,Entire home/apt,140,364,3,6,0
25480207,Manhattan,40.72926,-73.99968,Entire home/apt,300,364,3,14,0
14253050,Manhattan,40.77371,-73.95167,Entire home/apt,150,364,3,40,0
26494242,Manhattan,40.72135,-73.98391,Entire home/apt,200,364,3,4,44
